"","Year","Week_no","State","District","Location","Total","Outbreak_Duration"
"315",2015,2,"Selangor","Petaling","Seksyen U16 ( Denai Alam
Teres N : Jln U16/95- U16/96G)",6,38
"316",2015,2,"Selangor","Petaling","Kd Pju 5 Seksyen 11",5,38
"317",2015,2,"Selangor","Petaling","Pjs 9/2 - Pjs 9/30",5,38
"318",2015,2,"Perak","Kinta","Panorama Lapangan
Perdana",5,37
"319",2015,2,"Perak","Kinta","Tmn 8Ercham Raya",8,37
"320",2015,2,"Perak","Kinta","Tmn Pinji Mewah",8,37
"321",2015,2,"Perak","Kinta","Tmn Star",7,37
"322",2015,2,"Selangor","Petaling","Seksyen 22 (Kg Kebun
8Unga)",8,37
"323",2015,2,"Selangor","Petaling","Tm Pjs 2C Apt Medan
Cahaya ( 81Ok A - H )",15,37
"324",2015,2,"Selangor","Petaling","Ss 19/6",7,37
"325",2015,2,"Selangor","Petaling","Jgn Guna - Seksyen U6
Kampung Baru Subang
(Jalan Tudm)",6,37
"326",2015,2,"Selangor","Petaling","Seksyen U19 (Tmn.Sri Buloh&Rmh Mrh Pkns:Jin U19/1-U19/12C&Rmh Pngsa Tmn Sri Blh)",12,37
"327",2015,2,"Perak","Kinta","Fair Park",30,36
"328",2015,2,"Perak","Kinta","Tmn Bersatu",6,36
"329",2015,2,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman
Jasmin",11,36
"330",2015,2,"Selangor","Hulu
Selangor","Lokaliti 1 Bdr Baru Btg Kali",15,36
"331",2015,2,"Selangor","Petaling","Seksyen 7 (Terese : Jln
7/29- 7/35)",17,36
"332",2015,2,"Selangor","Petaling","Usj 9/5",15,36
"333",2015,2,"Perak","Kinta","Tmn Rasa Sayang",5,36
"334",2015,2,"P. Pinang","Timur Laut","Flat Batu Lanchang",6,35
"335",2015,2,"Perak","Kinta","Kg Das Tambahan 3",15,35
"336",2015,2,"Selangor","Hulu Langat","Seksyen 6 Bandar Sri Putra",9,35
"337",2015,2,"Selangor","Petaling","Seksyen 15 ( Dataran
Otomobil : Blok 1 - 18 )",9,35
"338",2015,2,"Selangor","Petaling","Pju 9 Apt Sd",6,35
"339",2015,2,"Selangor","Petaling","Tm Pjs 2D Flat Desa Mentari
( Blok 11 )",5,35
"340",2015,2,"Selangor","Petaling","Taman Lestari Putra 5",6,35
"341",2015,2,"Perak","Kinta","Kg Serdang Permai",5,34
"342",2015,2,"Perak","Kinta","Tmn Lpoh",8,34
"343",2015,2,"Sarawak","Sibu","Jalan Foochow",5,34
"344",2015,2,"P. Pinang","Seberang Perai Tengah","Tmn Sri Janggus (Biok A6- A9)",25,34
"345",2015,2,"Perak","Kinta","Tmn Pakatan Jaya Fasa 4",4,33
"346",2015,2,"Perak","Kinta","Kg Manjoi",15,33
"347",2015,2,"Perak","Kinta","Tmn Pusing Baru",6,33
"348",2015,2,"Perak","Kinta","Pekan Tg Tualang",6,33
"349",2015,2,"Perak","Kinta","Tmn Gamelan Timur",6,33
"350",2015,2,"Selangor","Hulu Langat","Jalan 1/10-1/16 Taman Sri
Timah",7,33
"351",2015,2,"Selangor","Petaling","Seksyen 20 (Flat B : Blok 13
- 19)",6,33
"352",2015,2,"Selangor","Petaling","Bl Pju 6 Bu 1 (Teres A: Jln
1/1, 1/1A, 1/9-1/15)",15,33
"353",2015,2,"Selangor","Petaling","Bl Pju 9 Sd 2",7,33
"354",2015,2,"Selangor","Petaling","Batu 13 1/2 Kg Pasir Baru",9,33
"355",2015,2,"Selangor","Petaling","Bdr Puchong Jaya Jln
Merpati)",8,33
"356",2015,2,"Sabah","Kota Kinabalu","Flat Persekutuan (Stadium
Likas)",22,33
"357",2015,2,"Perak","Kinta","Tmn Chepor Raya",11,32
"358",2015,2,"Perak","Kinta","Tmn Sri Tanjung",19,32
"359",2015,2,"Selangor","Hulu
Selangor","Apt Mawar Tbr Bb",8,32
"360",2015,2,"Selangor","Petaling","Seksyen 20 (Teres A)",4,32
"361",2015,2,"Selangor","Petaling","Seksyen 24 ( Flat G : Blok
43-61J",8,32
"362",2015,2,"Selangor","Petaling","Bl Pju 6A Tmn Kayu Ara Lndah",10,32
"363",2015,2,"Selangor","Petaling","Kt Pju 1A Puncak Sri Kelana
Kondo",8,32
"364",2015,2,"Selangor","Petaling","Usj 11/3",5,32
"365",2015,2,"Selangor","Petaling","Usj 6/1",6,32
"366",2015,2,"Perak","Kinta","Kg Nalla Nn",5,31
"367",2015,2,"Perak","Kinta","Medan Klebang Prima",4,31
"368",2015,2,"Perak","Kinta","Pekan Razaki",10,31
"369",2015,2,"Perak","Kinta","Rumah Pangsa Bercham",6,31
"370",2015,2,"Perak","Kinta","Tmn Cahaya Bercham",18,31
"371",2015,2,"Perak","Kinta","Tmn Meru 1B",13,31
"372",2015,2,"Selangor","Gombak","Tmn Permata",9,31
"373",2015,2,"Selangor","Petaling","Seksyen 17 (Flat Pkns 17/1)",8,31
"374",2015,2,"Selangor","Petaling","Seksyen 20 Kuarters Polis
(Biok 5 - Blok 12)",8,31
"375",2015,2,"Sarawak","Sibu","Lorang 6, Taman Rajang",13,31
"376",2015,3,"Selangor","Petaling","Duss 22 ( 2 )",116,218
"377",2015,3,"Selangor","Petaling","Seksyen 7 (Flat A : Blok 1 - 12,
Blok 38 - 43)",90,172
"378",2015,3,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A :
Jlnaa 7/Aa - Ac 7/Ac, T 7/T - Z
7/Z)",214,158
"379",2015,3,"Selangor","Petaling","Seksyen 7 (Flat B : Blok 13 -
37)",35,145
"380",2015,3,"Selangor","Hulu Langat","Jalan 3/A-R Seksyen 3 Bandar
Sri Putra",71,136
"381",2015,3,"Selangor","Petaling","Blpju 10 Apt Permai",41,133
"382",2015,3,"Selangor","Petaling","Usj 2/5",34,133
"383",2015,3,"Selangor","Petaling","Blpju 9 Sd 13 Apt Sri Meranti 1
: Blok A - G",37,132
"384",2015,3,"Selangor","Petaling","Kdpju 5 Seksyen 5 Sepah
Puteri (Jln 5/1-5/19)",26,123
"385",2015,3,"Selangor","Petaling","Bandar Kinrarabk 6F (P'Puri Enggang)",24,123
"386",2015,3,"Selangor","Petaling","Taman Puchong Perdana (Jln
Mawar)",35,118
"387",2015,3,"Selangor","Gombak","Kg Simpang 3",47,117
"388",2015,3,"Selangor","Petaling","Batu 13 Kg Sri Aman (Lorong Bestari)",45,114
"389",2015,3,"Selangor","Petaling","Pusat Bandar Puchong (Jln Wawasan 2)",47,112
"390",2015,3,"Selangor","Petaling","Sri Pjs 8 Mentari Court",58,111
"391",2015,3,"Selangor","Petaling","Seksyen U10 ( Alam Budiman :
Jln U10/68 - U10/77B )",44,106
"392",2015,3,"Selangor","Hulu Langat","Seksyen 5 Bandar Sri Putra",28,102
"393",2015,3,"Selangor","Petaling","Blpju 9 Sd 10",20,102
"394",2015,3,"Selangor","Petaling","Bandar Kinrara 4 ( Jlnbk 4/1
Sebahagian 4/2-4/4 )",31,102
"395",2015,3,"Selangor","Petaling","Bandar Kinrara 2",19,100
"396",2015,3,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Kiambang : Blok 21 - 27 )",29,97
"397",2015,3,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Sri
Bintang )",16,96
"398",2015,3,"Selangor","Petaling","Blpju 8 Armanee Terrace Kondo",19,90
"399",2015,3,"Selangor","Petaling","Pjs 9 /1(Lagoon Perdana &
Rumah Kedai)",54,90
"400",2015,3,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Melati : Blok 11 - 20 )",20,83
"401",2015,3,"Selangor","Petaling","Seksyen 7 (Flat C : Blok 44 -
51)",20,81
"402",2015,3,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana : Uitm )",22,81
"403",2015,3,"Selangor","Petaling","Seksyen U2 Teres C",31,81
"404",2015,3,"Selangor","Petaling","Taman Lestari Putra 6",23,81
"405",2015,3,"Selangor","Petaling","Taman Puncak Jalil 2 ( Jlnpuj
2/1 - 2/18 )",23,81
"406",2015,3,"Selangor","Hulu Langat","Seksyen 5 Bandar Rinching",56,80
"407",2015,3,"Selangor","Petaling","Seksyen 6 (Teres A : Jln 6/1A -
6/1J)",22,80
"408",2015,3,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 1 :
Blok 1, 2, 3",22,80
"409",2015,3,"Perak","Kinta","Kg Das Tambahan 2",54,79
"410",2015,3,"Selangor","Petaling","Sri Pjs 5 Flat Desa Ria",14,79
"411",2015,3,"Selangor","Petaling","Seksyen U10 ( Puncak
Perdana Teres A : Jln U10/15 - U10/29 )",47,77
"412",2015,3,"Selangor","Petaling","Duss 21 ( 3 )",25,77
"413",2015,3,"Selangor","Gombak","Appt Palma Bch",28,76
"414",2015,3,"Selangor","Hulu Langat","Jalan 3/6 Seksyen 3 Bandar
Baru Bangi",39,76
"415",2015,3,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",16,76
"416",2015,3,"Selangor","Petaling","Blpju 9 Sd 8",45,76
"417",2015,3,"Selangor","Petaling","Kdpju 5 Seksyen 7 Gugusan
Kemboja",10,76
"418",2015,3,"Selangor","Petaling","Ktpju 1A Pprt A : Blok A,B,C",63,76
"419",2015,3,"Selangor","Petaling","Ss 18/5, 6",11,76
"420",2015,3,"Selangor","Petaling","Seksyen U16 ( Denai Alam
Teres L : Jln U16/81 - U16/88 )",31,75
"421",2015,3,"Selangor","Petaling","Blpju 8 Apt Flora Damansara 1
( Blok A, B )",15,75
"422",2015,3,"Selangor","Petaling","Taman Lestari Putra 3",60,75
"423",2015,3,"Selangor","Petaling","Taman Puncak Jalil 4A (Jlnpuj
4/1-Puj 4/9 )",38,74
"424",2015,3,"Selangor","Petaling","Taman Pinggiran Putra 16 (Putra Indah)",30,74
"425",2015,3,"Selangor","Petaling","Seksyen 7 (Teres L : Jln 7/101
- 7/103)",15,73
"426",2015,3,"Perak","Kinta","Tmnklebang Jaya 2",50,73
"427",2015,3,"Selangor","Petaling","Dunbg Seksyen 51A Flat Impian Baiduri",14,72
"428",2015,3,"Selangor","Petaling","Seksyen 26 ( Pangsapuri Anggerik : Blok 1, 2, 3 )",26,70
"429",2015,3,"Selangor","Petaling","Ss 15/5 (Teres)",45,70
"430",2015,3,"Perak","Kinta","Tmn Kledang Jaya",25,68
"431",2015,3,"Selangor","Petaling","Seksyen U5 ( Apartment Subang Suria )",24,66
"432",2015,3,"Selangor","Petaling","Usj 15 ( Court 10 )",14,66
"433",2015,3,"Perak","Kinta","Kg Baru Buntong",29,65
"434",2015,3,"Perak","Kinta","Kg Tengku Hussein Baru",54,65
"435",2015,3,"Perak","Kinta","Rpt Jelapang Baru",34,65
"436",2015,3,"Selangor","Petaling","Seksyen U5 ( Mutiara Subang :
Apartment )",19,65
"437",2015,3,"Selangor","Petaling","Ss 17/1",17,65
"438",2015,3,"Perak","Kinta","Bdr Pulai Jaya",16,64
"439",2015,3,"Selangor","Petaling","Seksyen U12 ( Desa Alam
Teres B : Jln U12/3 - U12/8 )",19,64
"440",2015,3,"Perak","Kinta","Kg Baru Gunung Rapat",19,63
"441",2015,3,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",19,63
"442",2015,3,"Perak","Kinta","Tmn Rapat Setia Baru",65,62
"443",2015,3,"Selangor","Hulu Langat","Kondominium Tiara Duta
Taman Putra Sulaiman",10,62
"444",2015,3,"Selangor","Petaling","Taman Lestari Putra 1",12,62
"445",2015,3,"Perak","Kinta","Kg Tersusun Sentang",14,61
"446",2015,3,"Selangor","Hulu Langat","Kuis",16,61
"447",2015,3,"Selangor","Petaling","Seksyen 7 (Pangsapuri Baiduri)",11,61
"448",2015,3,"Selangor","Petaling","Blpju 6A Pelangi Utama Kondo",22,61
"449",2015,3,"Selangor","Petaling","Tmpjs 2B Flat Desa Mentari
( Blok 9, 10 )",21,61
"450",2015,3,"Selangor","Petaling","Taman Mutiara Indah 2",16,61
"451",2015,3,"Selangor","Gombak","Appt Casaria Bch",9,59
"452",2015,3,"Selangor","Petaling","Seksyen 13 Teres C ( Jalan
13/19-13/25 )",21,59
"453",2015,3,"Perak","Kinta","Tmn Chepor Jaya",24,58
"454",2015,3,"Selangor","Petaling","Seksyen 20 Flatpkns A (Blok 1
- Blok 4)",19,58
"455",2015,3,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 2 :
Blok 4, 5 , 6",13,58
"456",2015,3,"Selangor","Petaling","Ss 15/2, 3 (Teres)",28,58
"457",2015,3,"Perak","Kinta","Tmn Merdeka",11,57
"458",2015,3,"Selangor","Petaling","Ss 18/4",15,57
"459",2015,3,"P. Pinang","Timur Laut","Jalan Lim Eow Thoon",13,56
"460",2015,3,"P. Pinang","Timur Laut","Taman Freeschool",10,56
"461",2015,3,"Perak","Kinta","Kg Sg Tapah Tambahan",34,55
"462",2015,3,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",39,55
"463",2015,3,"Selangor","Petaling","Blpju 6A Kg Sg Kayu Ara 4(Jln Masjid )",17,55
"464",2015,3,"Selangor","Petaling","Taman Sri Serdang 3 ( 18/30 -
18/44 & 18/46)",17,54
"465",2015,3,"Selangor","Petaling","Usj 6/2",11,54
"466",2015,3,"Sarawak","Sibu","Lower Jalan Hua Kiew",15,54
"467",2015,3,"Perak","Kinta","Tmn Ipoh Jaya",20,53
"468",2015,3,"Selangor","Petaling","Ktpju 1A Pprt B : Blok D,E,F",17,53
"469",2015,3,"Selangor","Petaling","Sri Pjs 10 ( Teres D : Jlnpjs
10/15, 15A, 10/18, 10/20,
10/22, 10/26A, 10/26C )",11,53
"470",2015,3,"Selangor","Petaling","Taman Puncak Jalil 4 (
Casariana )",16,53
"471",2015,3,"Selangor","Petaling","Seksyen 7 (Teres C : Jln 7/10 -
7/22)",9,52
"472",2015,3,"Selangor","Petaling","Sri Ss 5C",12,52
"473",2015,3,"Selangor","Petaling","Usj 2/4",8,52
"474",2015,3,"Selangor","Petaling","Taman Kinrara 5 ( Flat Taman
Mawar )",7,51
"475",2015,3,"Perak","Kinta","Tmn Cempaka",25,51
"476",2015,3,"Selangor","Petaling","Seksyen 9 (Kondo Sri Mahligai)",16,51
"477",2015,3,"Selangor","Petaling","Tmn Puchong Prima (Elina)
Blok A, B, C, D- 5 Tkt",12,51
"478",2015,3,"Perak","Kinta","Kg Sri Kinta",21,50
"479",2015,3,"Selangor","Hulu Langat","Jalan 3/40-49 Seksyen 3
Bandar Baru Bangi",18,50
"480",2015,3,"Selangor","Petaling","Ss 18/1",27,50
"481",2015,3,"Perak","Kinta","Tmn Desa Aman",30,49
"482",2015,3,"Perak","Kinta","Tmnrishah",26,49
"483",2015,3,"Selangor","Petaling","Blpju 6 Bu 7 ( Teres A : Jln 7/1
- 7/10 )",8,49
"484",2015,3,"Selangor","Petaling","Seksyen 13 Teres B",16,48
"485",2015,3,"Selangor","Petaling","Seksyen 19 Flat 19/15A ( Blok
1 - 5 )",11,48
"486",2015,3,"Selangor","Petaling","Blpju 9 Sd 13 Apt Sri Meranti 2
: Blok H, J, K, L, M, N, P, Q, R",18,48
"487",2015,3,"Selangor","Petaling","Usj 8 (Subang Perdana
Goodyearcourt 5)",11,48
"488",2015,3,"Selangor","Petaling","Tmn Puchong Permai 1 ( Flat
38 Blok A )",21,48
"489",2015,3,"Perak","Kinta","Kg Temiang",15,47
"490",2015,3,"Selangor","Petaling","Seksyen 8 Teres B (Jln 8/14 - Jln 8/28)",16,47
"491",2015,3,"Perak","Kinta","Bdr Baru Putra Fasa 2",12,46
"492",2015,3,"Perak","Kinta","Kg Baru Kuala Kuang",30,46
"493",2015,3,"Perak","Kinta","Tmn Perpaduan",20,46
"494",2015,3,"Selangor","Petaling","Ktpju 1A Pprt C : Blok G, H",11,46
"495",2015,3,"Selangor","Petaling","Pjs 7 /7, 9,10",15,46
"496",2015,3,"Selangor","Petaling","Taman Kinrara 5 ( Teres
Taman Mawar )",25,46
"497",2015,3,"Perak","Kinta","K/B Pasir Pinji 2",8,45
"498",2015,3,"Selangor","Petaling","Kdpju 5 Seksyen 11",5,45
"499",2015,3,"Perak","Kinta","Bandar Lahat Baru",14,45
"500",2015,3,"Perak","Kinta","Tmn Pengkalan Barat",7,45
"501",2015,3,"Perak","Kinta","Tmn Bercham Raya",9,44
"502",2015,3,"Perak","Kinta","Tmn Pinji Mewah",11,44
"503",2015,3,"Perak","Kinta","Tmnstar",9,44
"504",2015,3,"Selangor","Petaling","Seksyen 22 (Kg Kebun Bunga)",9,44
"505",2015,3,"Selangor","Petaling","Tmpjs 2C Apt Medan Cahaya
( Blok A - H )",16,44
"506",2015,3,"Selangor","Petaling","Seksyen U19 (Tmn.Sribuloh&Rmhmrhpkns:J
Ln U19/1-
U19/12C&Rmhpngsatmn Sri
Blh)",13,44
"507",2015,3,"Perak","Kinta","Fair Park",34,43
"508",2015,3,"Perak","Kinta","Tmn Bersatu",11,43
"509",2015,3,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman
Jasmin",12,43
"510",2015,3,"Selangor","Hulu Selangor","Lokaliti 1 Bdr Baru Btg Kali",17,43
"511",2015,3,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 -
7/35)",30,43
"512",2015,3,"Selangor","Petaling","Usj 9/5",18,43
"513",2015,3,"P. Pinang","Timur Laut","Flat Batu Lanchang",7,42
"514",2015,3,"Perak","Kinta","Kg Das Tambahan 3",15,42
"515",2015,3,"Selangor","Hulu Langat","Seksyen 6 Bandar Sri Putra",9,42
"516",2015,3,"Selangor","Petaling","Seksyen 15 ( Dataran Otomobil
: Blok 1 - 18 )",11,42
"517",2015,3,"Selangor","Petaling","Taman Lestari Putra 5",8,42
"518",2015,3,"P. Pinang","Seberang Perai Tengah","Tmn Sri Janggus (Blok A6-A9)",25,41
"519",2015,3,"Perak","Kinta","Tmn Ipoh",9,41
"520",2015,3,"Perak","Kinta","Tmn Pusing Baru",7,40
"521",2015,3,"Perak","Kinta","Pekan Tg Tualang",9,40
"522",2015,3,"Selangor","Petaling","Seksyen 20 (Flat B : Blok 13 -
19)",7,40
"523",2015,3,"Selangor","Petaling","Blpju 6 Bu 1 ( Teres A : Jln 1/1,
1/1A, 1/9 - 1/15 )",16,40
"524",2015,3,"Selangor","Petaling","Blpju 9 Sd 2",8,40
"525",2015,3,"Selangor","Petaling","Batu 13 1/2 Kg Pasir Baru",10,40
"526",2015,3,"Selangor","Petaling","Bdr Puchong Jaya Jln Merpati)",9,40
"527",2015,3,"Sabah","Kota Kinabalu","Flat Persekutuan (Stadium
Likas)",23,40
"528",2015,3,"Perak","Kinta","Tmnchepor Raya",11,39
"529",2015,3,"Selangor","Petaling","Seksyen 24 ( Flat G : Blok 43 -
61 )",8,39
"530",2015,3,"Perak","Kinta","Tmn Sri Tanjung",22,39
"531",2015,3,"Selangor","Hulu Selangor","Apt Mawar Tbrbb",8,39
"532",2015,3,"Selangor","Petaling","Seksyen 20 (Teres A)",8,39
"533",2015,3,"Selangor","Petaling","Blpju 6A Tmn Kayu Ara Indah",10,39
"534",2015,3,"Selangor","Petaling","Ktpju 1A Puncak Sri Kelana
Kondo",9,39
"535",2015,3,"Selangor","Petaling","Usj 11/3",7,39
"536",2015,3,"Selangor","Petaling","Usj 6/1",8,39
"537",2015,3,"Perak","Kinta","Medan Klebang Prima",4,38
"538",2015,3,"Perak","Kinta","Tmnmeru 1B",13,38
"539",2015,3,"Perak","Kinta","Pekan Razaki",11,38
"540",2015,3,"Perak","Kinta","Rumah Pangsa Bercham",10,38
"541",2015,3,"Perak","Kinta","Tmn Cahaya Bercham",23,38
"542",2015,3,"Selangor","Petaling","Seksyen 17 (Flatpkns 17/1)",8,38
"543",2015,3,"Selangor","Petaling","Seksyen 20 Kuarters Polis
(Blok 5 - Blok 12)",13,38
"544",2015,3,"Sarawak","Sibu","Lorong 6, Taman Rajang",14,38
"545",2015,3,"Perak","Kinta","Tmnsyukor",13,37
"546",2015,3,"Selangor","Gombak","Selayang Baru",35,37
"547",2015,3,"Selangor","Petaling","Seksyen 9 (Kuartersipk
Selangor)",10,37
"548",2015,3,"Selangor","Petaling","Seksyen U5 ( Apartmentjasmin
)",13,37
"549",2015,3,"Selangor","Petaling","Ktpju 1A Puncak Nusa Kelana
Kondo",9,37
"550",2015,3,"Selangor","Hulu Langat","Apptkasawari Taman Impian
Ehsan",5,36
"551",2015,3,"Selangor","Hulu Langat","Jalan Taming Kiri Taman
Taming Jaya",8,36
"552",2015,3,"Selangor","Petaling","Seksyen 7 (Teres D : Jln 7/23 -
7/27)",11,36
"553",2015,3,"Selangor","Petaling","Seksyen U12 ( Desa Alam
Teres C : Jln U12/9A - U12/9F & U12/10 - U12/12 )",16,36
"554",2015,3,"Selangor","Petaling","Taman Lestari Putra 7",8,36
"555",2015,3,"Perak","Kinta","Buntong 4",17,35
"556",2015,3,"Perak","Kinta","Tmn Sri Ampang",8,35
"557",2015,3,"Sarawak","Sibu","Jalan Berjaya",9,35
"558",2015,3,"Selangor","Hulu Selangor","Apt Seri Kembangan Bb",4,34
"559",2015,3,"Selangor","Gombak","Tmn Desa Jaya",9,34
"560",2015,3,"Selangor","Hulu Langat","Seksyen 4 Bandar Rinching",7,34
"561",2015,3,"Selangor","K.Langat","Taman Melati",9,34
"562",2015,3,"Selangor","Petaling","Blpju 6A Rumah Pangsa Kayu
Ara",12,34
"563",2015,3,"Selangor","Petaling","Duss 2 ( 1 )",16,34
"564",2015,3,"Selangor","Petaling","Bandar Kinrara 5 ( Jalan 5/2-
5/8 )",10,34
"565",2015,3,"Selangor","Petaling","Bt 13 Kg Kenangan",5,34
"566",2015,3,"Selangor","Petaling","Sri Kembangan 6",10,34
"567",2015,3,"Sarawak","Sibu","Jalan Laichee",9,34
"568",2015,3,"Selangor","Petaling","Ktpju 3 Apt Bayu Puteri",5,33
"569",2015,3,"Perak","Kinta","Kg Tawas",14,33
"570",2015,3,"Selangor","Gombak","Tmn Ehsan",10,33
"571",2015,3,"Selangor","Gombak","Bdrcountryhomes Fasa 12",12,33
"572",2015,3,"Selangor","Hulu Langat","Taman Sri Kantan",8,33
"573",2015,3,"Selangor","Hulu Selangor","Lokaliti 2 Bdr Baru Btg Kali",12,33
"574",2015,3,"Selangor","Petaling","Blpju 6 Pangsapuri Puncak
Damansara",5,33
"575",2015,3,"Selangor","Petaling","Pusat Bandar Puchong (Jln
Wawasan 1)",9,33
"576",2015,3,"Selangor","Petaling","Ss 18/3",4,33
"577",2015,3,"Selangor","Petaling","Taman Sri Serdang 4 ( 18/47-
18/58 )",16,33
"578",2015,3,"Selangor","Petaling","Seksyen U20 ( Fasa 1B Bbsb :
Jln 1B/1 - 1D/3 )",8,33
"579",2015,3,"Selangor","Gombak","Kg Nakhoda",9,32
"580",2015,3,"Selangor","Gombak","Appt Bayu Bch",6,32
"581",2015,3,"Selangor","Gombak","Bdr Tasik Puteri Fasa 6",8,32
"582",2015,3,"Selangor","Gombak","Bdr Tasik Puteri Fasa 7",11,32
"583",2015,3,"Selangor","Gombak","Tmn Bersatu Gombak",12,32
"584",2015,3,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru
Ampang",27,32
"585",2015,3,"Selangor","Petaling","Seksyen 18 Teres A (Jln 18/4 -
18/6B )",4,32
"586",2015,3,"Selangor","Petaling","Seksyen 8 Flat B : Blok 11 - 22",4,32
"587",2015,3,"Selangor","Petaling","Duss 21 ( 2 )",7,32
"588",2015,3,"Selangor","Petaling","Ss 14/5",8,32
"589",2015,3,"Selangor","Klang","Sek 31 (Pangsapuri Sri
Kemuning)",6,31
"590",2015,3,"Selangor","Petaling","Seksyen 26 Kilang Tiong Nam",11,31
"591",2015,3,"Selangor","Petaling","Seksyen U5 ( Apartment Orkid
)",8,31
"592",2015,3,"Selangor","Petaling","Blpju 6A Kg Sg Kayu Ara 5  Jln
Teratai, Melur, Mawar, Melati",15,31
"593",2015,3,"Selangor","Petaling","Duss 2 ( 2 )",21,31
"594",2015,3,"Selangor","Petaling","Taman Sri Puchong",13,31
"595",2015,4,"Selangor","Petaling","Du Ss 22 ( 2 )",118,225
"596",2015,4,"Selangor","Petaling","Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43)",94,179
"597",2015,4,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa - Ac 7/Ac, T 7/T - Z 7/Z)",220,165
"598",2015,4,"Selangor","Petaling","Seksyen 7 (Flat B : Blok 13 - 37)",38,152
"599",2015,4,"Selangor","Hulu Langat","Jalan 3/A-R Seksyen 3 Bandar Sri Putra ",74,143
"600",2015,4,"Selangor","Petaling","Bl Pju 10 Apt Permai",43,140
"601",2015,4,"Selangor","Petaling","Usj 2/5",35,140
"602",2015,4,"Selangor","Petaling","Bl Pju 9 Sd 13 Apt Sri Meranti 1 : Blok A - G",37,139
"603",2015,4,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Sepah Puteri (Jln 5/1-5/19)",28,130
"604",2015,4,"Selangor","Petaling","Taman Puchong Perdana (Jln Mawar)",43,125
"605",2015,4,"Selangor","Gombak","Kg Simpang 3",49,124
"606",2015,4,"Selangor","Petaling","Batu 13 Kg Sri Aman (Lorong Bestari)",48,121
"607",2015,4,"Selangor","Petaling","Pusat Bandar Puchong (Jln Wawasan 2)",49,119
"608",2015,4,"Selangor","Petaling","Sri Pjs 8 Mentari Court",67,118
"609",2015,4,"Selangor","Petaling","Seksyen U10 ( Alam Budiman : Jln U10/68 - U10/77B )",46,113
"610",2015,4,"Selangor","Petaling","Bl Pju 9 Sd 10",23,109
"611",2015,4,"Selangor","Petaling","Bandar Kinrara 4 ( Jln Bk 4/1 Sebahagian 4/2-4/4 )",34,109
"612",2015,4,"Selangor","Petaling","Bandar Kinrara 2",22,107
"613",2015,4,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Kiambang : Blok 21 - 27 )",30,104
"614",2015,4,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Sri Bintang )",20,103
"615",2015,4,"Selangor","Petaling","Pjs 9 /1(Lagoon Perdana & Rumah Kedai)",71,97
"616",2015,4,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Melati : Blok 11 - 20 )",21,90
"617",2015,4,"Selangor","Hulu Langat","Appt Sri Tanjung Seksyen 7 Bandar Baru Bangi",30,89
"618",2015,4,"Selangor","Petaling","Seksyen 7 (Flat C : Blok 44 - 51)",22,88
"619",2015,4,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana : Uitm )",26,88
"620",2015,4,"Selangor","Petaling","Seksyen U2 Teres C",35,88
"621",2015,4,"Selangor","Petaling","Taman Lestari Putra 6",28,88
"622",2015,4,"Selangor","Petaling","Taman Puncak Jalil 2 ( Jln Puj 2/1 - 2/18 )",26,88
"623",2015,4,"Selangor","Hulu Langat","Seksyen 5 Bandar Rinching",57,87
"624",2015,4,"Selangor","Petaling","Seksyen 6 (Teres A : Jln 6/1A - 6/1J)",25,87
"625",2015,4,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 1 : Blok 1, 2, 3",23,87
"626",2015,4,"Perak","Kinta","Kg Das Tambahan 2",55,86
"627",2015,4,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana Teres A : Jln U10/15 - U10/29 )",48,84
"628",2015,4,"Selangor","Petaling","Du Ss 21 ( 3 )",28,84
"629",2015,4,"Selangor","Gombak","Appt Palma Bch",32,83
"630",2015,4,"Selangor","Hulu Langat","Jalan 3/6 Seksyen 3 Bandar Baru Bangi",41,83
"631",2015,4,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",17,83
"632",2015,4,"Selangor","Petaling","Bl Pju 9 Sd 8",47,83
